article,highlights,id
"MOGADISHU, Somalia (CNN)  -- Gunmen attacked a convoy Sunday in Somalia and took several hostages, including two foreign aid workers from the group Doctors Without Borders. Medecins San Frontieres workers, shown here, were abducted and released in March in Sudan. Local staff said a three-car convoy was traveling from Rabbure to Hudur in southwestern Somalia, escorted by local bodyguards, when gunmen seized the group. The district commissioner of Rabbure said the only people released were elders accompanying the staff, with the local and international staff kept as hostages. Doctors Without Borders, widely known by its French name Medecins Sans Frontieres, did not immediately release the identities or nationalities of the hostages. MSF is an international medical group that works in more than 60 countries. It says it helps people ""threatened by violence, neglect, or catastrophe."" Michel Peremans, international coordinator for operational communications for MSF Belgium, which operates in the region, confirmed that the organization had lost contact with two of its staff in Somalia. Rabbure is in the Bakole region, which is under the control of the group al-Shabaab, considered a terrorist organization by the U.S. State Department. Al-Shabaab was once the armed wing of the Islamic Courts Union, which took over most of southern Somalia in the second half of 2006. The United States says the group is affiliated with the al Qaeda terrorist network, and the U.S. backed an Ethiopian invasion that drove the ICU from power in 2006. The ICU's former leader, Sheikh Sharif Sheikh Ahmed, became president after Ethiopian troops withdrew in January. Al-Shabaab rejected the peace agreement that led to the Ethiopian withdrawal and is now fighting Sheikh Ahmed's government. Attacks on aid workers in the region are common, and U.N. staff came under attack this year. In Sudan, on the other side of Ethiopia, four workers from Medecins Sans Frontieres were abducted in March and released a few days later. All four -- an Italian doctor, a Canadian nurse, a French coordinator and a Sudanese guard -- worked for the Belgian section of the humanitarian organization Medecins Sans Frontieres. Sudan last month ordered 13 major aid groups to leave the country after the International Criminal Court issued an arrest warrant for President Omar Hassan al-Bashir, accusing him of war crimes and crimes against humanity. CNN's Mohammed Amin and Carol Jordan contributed to this report.","Gunman seized convoy in southwestern Somalia, let elders go, abducted workers .
Doctors without Borders has not yet released the names of those abducted .
Attacks on aid workers are common in the region .",e3a868932cca03b08e9dee10293e1b9618f136b8
"(CNN) -- The computers haven't proven to be our trivia overlords just yet. Give them at least until Wednesday. An IBM supercomputer named Watson finished one round of the TV show ""Jeopardy!"" on Monday night tied with one of his human competitors and $3,000 ahead of the other. The man vs. computer face-off won't be complete, however, until the final rounds of the extended trivia game show are aired on Tuesday and Wednesday. IBM trumpets Watson, which has been in development for years and has the processing power of 2,800 ""powerful computers,"" as a major advancement in machines' efforts to understand human language. The computer receives clues through digital texts and then buzzes in against the two other ""Jeopardy!"" contestants like any other player would. It juggles dozens of lines of reasoning at once and tries to arrive at a smart answer. After getting off to a scary-good start, Watson did have a few stumbles. In one instance, it repeated an answer that another contestant, Ken Jennings, who won 74 ""Jeopardy!"" episodes in a row, had already tried. ""What is 1920s?"" Watson said, sounding like a digitized Matthew Broderick. ""No,"" game-show host Alex Trebek replied. ""Ken said that."" On many other clues, however, Watson was spot-on. After losing the first clue to Brad Rutter, another ""Jeopardy!"" champion, Watson jumped in on the second question. Clue: ""Iron fitting on the hoof of a horse or a card-dealing box in a casino."" Watson: ""What is shoe?"" Correct. At the start of the show, Trebek went to some lengths to explain the origins of Watson -- IBM approached the show about the idea three years ago -- and how the computer actually works. That's partly because what you see on the ""Jeopardy!"" stage is somewhat misleading. It looks as if two humans are bookending a simple computer monitor, which appears to be just about as smart as they are. In reality, as Trebek explained, the bulk of Watson's computer power was stored in another building at an IBM lab in New York, where the show is being held for this special three-day competition. CNNMoney: Will IBM's Watson put your job in jeopardy? After introducing Watson, to studio applause, this is how Trebek explained it: . ""Just as I expected,"" he said. ""That was a very warm reception and I'm sure Watson would have appreciated the applause. Except for one thing: Watson can neither hear nor see. It will be receiving all of its information electronically. ""And as a matter of fact what you're looking at right now is not the real Watson. This is an avatar. This is a representation of Watson. Watson, or course, is a sophisticated computer system too big and too heavy to fit behind that lectern on our stage."" As for the stage version of Watson, his brain-face was represented by a digital Earth that swirled with ribbons of various colors while he thought about questions. As Trebek read the clues, a bar graph appeared at the bottom of the screen, showing the top three answers Watson was considering at that moment and how confident he was in those choices. Sometimes the computer managed to be confident but still incorrect. Here's the clue to the first question Watson got wrong: . ""From the Latin for end, this is where trains can also originate."" Watson: ""What is finis."" Confidence level: 97%. Trebek: ""No. Ken?"" ""What is terminus,"" Jennings answered correctly. Before ending the evening tied with Rutter at $5,000 each, Watson had jumped out to an early lead at the first commercial break. At that point, Watson had $5,200 and his closest noncomputer counterpart had only $1,000. Several Twitter users were awed by the computer's smarts. ""Watson kinda feakin' me out. Big time,"" Michael Gartenberg, a tech analyst, wrote on his Twitter feed. Another person wrote: ""Watson is almost scary. This is willld! These humans are no match for Watson's algorithms."" Trebek summed up the computer's mixed performance this way: . ""So, what have we learned so far: Watson's very bright, very fast, but he had some weird little moments once in a while."" Then he teased the upcoming shows: . ""And how many of those will we encounter tomorrow when we play double and final 'Jeopardy!'?""","IBM computer Watson finishes first round tied with 1 contestant, ahead of 2nd .
Watson has the processing power of 2,800 ""powerful computers""
The human-computer battle continues on ""Jeopardy!"" through Wednesday .",454a2650a11ec3d0bf7b8d0f5fb010ef7801f6af
"PARIS, France (CNN) -- Hundreds of French workers, angry about proposed layoffs at a Caterpillar factory, were holding executives of the company hostage Tuesday, a spokesman for the workers said. Caterpillar's French staff say they are angry about a lack of negotiations over layoffs. It is at least the third time this month that French workers threatened with cutbacks have blockaded managers in their offices to demand negotiations. Executives were released unharmed in both previous situations. The latest incident started Tuesday morning at the office of the construction equipment company in the southeastern city of Grenoble. The workers were angry that Caterpillar had proposed cutting more than 700 jobs and would not negotiate, said Nicolas Benoit, a spokesman for the workers' union. They did not want to harm the Caterpillar executives, Benoit told CNN. One hostage was released Tuesday evening leaving workers with four captives inside the Caterpillar building. The released man was a human resources director identified only as Mr. Petit, because he has heart problems, union representative Bernard Patrick told CNN. Petit had a heart attack a few weeks ago, Patrick said. The four others still being held are Nicolas Polutnik, the head of operations; two other executives; and Petit's personal assistant, he said. About 500 employees were also outside the building protesting. A top Caterpillar executive called the hostage-taking unhelpful. ""The actions that are taking place today, led by a small minority of individuals, are not helping as we work for a positive resolution of this situation,"" said Chris Schena, Caterpillar vice president with responsibility for manufacturing operations in Europe, Africa and the Middle East, in a statement. ""The best way to resolve this matter is to continue the negotiations through the Works Council to find a solution that's fair to our employees and allows Caterpillar to remain a leader in a rapidly changing global marketplace,"" Schena said, adding that the company was ""concerned for the safety of our employees."" Benoit said all the workers wanted to do was negotiate with Caterpillar and they were upset that the company did not show up to two earlier scheduled negotiating sessions. The employees being held in their office were being allowed to get food, Benoit added. Police arrived at the scene two hours after the incident began but it had not been settled. Employees at a French 3M factory held a manager hostage for more than 24 hours Wednesday and Thursday of last week over a dispute about terms for laid-off staff. Luc Rousselet, who was unharmed, was allowed to leave the plant in Pithiviers, central France, early on Thursday morning after talks between unions and officials from 3M France. Earlier this month, the boss of Sony France was held overnight before workers freed him after he agreed to reopen talks on compensation when the factory closed. France has been hit by nationwide strikes twice in the past two months.","NEW: Workers release one of five people being held hostage at Caterpillar factory .
Workers angry that Caterpillar propose cutting more than 700 jobs .
They did not want to harm the executives but get them to negotiate, official says .
A senior Caterpillar executive called the hostage-taking ""unhelpful""",3b36c94018ae586b3a550a2850e10be30f684c0a
"London (CNN) -- A former British prime minister who has been a harsh critic of media baron Rupert Murdoch is due to testify Monday at an enquiry spawned by phone-hacking at Murdoch's News of the World tabloid. Gordon Brown is due to take the stand at the Leveson Inquiry, a wide-ranging probe set up by the British government to examine media ethics. Former Prime Minister Tony Blair has already testified. Murdoch himself spent a day and a half on the stand earlier this year, and said that Gordon Brown had vowed to declare war on Murdoch's News Corp. after one its high-profile tabloids withdrew support for Brown's Labour party. Cameron, who has been under pressure because of his ties to Murdoch and his former newspaper chief Rebekah Brooks, is scheduled to testify all day Thursday at the Leveson Inquiry. Chancellor of the Exchequer George Osborne will be quizzed Monday, as will former Prime Minister Gordon Brown, the inquiry's witness list shows. John Major, another ex-prime minister, will appear Tuesday, as will opposition Labour Party leader Ed Miliband and his deputy, Harriet Harman. Deputy Prime Minister Nick Clegg is scheduled to testify Wednesday, ahead of Scottish First Minister Alex Salmond. The judge-led Leveson Inquiry, set up by Cameron after the phone hacking scandal at Murdoch's News of the World newspaper last summer, is examining the relationship between the media and politicians. Blair, in his testimony, said he came under ""political pressure"" from Murdoch during his time in office but denied that his relationship with the media baron was too ""cozy."" In April, Cameron told politicians in the House of Commons: ""I think we all, on both sides of this house, did a bit too much cozying up to Mr. Murdoch."" Cameron has faced questions about his ties to Murdoch and Brooks, both of whom have also appeared before the inquiry, particularly in relation to News Corp.'s bid to take full control of British satellite broadcaster BSkyB. The attempt was abandoned amid the furor over phone hacking at News of the World, owned by News Corp.'s British subsidiary News International. Brooks detailed frequent contacts with Cameron in the run-up to the 2010 election and said she had received commiserations from the prime minister when she resigned from News International last summer. She and her husband, racehorse trainer Charlie Brooks, were last month charged with interfering with the police investigation. Cameron's judgment in hiring former News of the World editor Andy Coulson as his communications director has also been called into question. Coulson resigned from the Downing Street role early last year when police began a new phone-hacking investigation, saying it had become a distraction. He quit the News of the World after two employees were jailed over phone hacking in 2007 but denies knowing of wrongdoing while he was in charge. Coulson was last week arrested and charged with perjury over court testimony about phone hacking, according to Britain's Press Association news agency. The Leveson Inquiry was established by Cameron after British public anger at the News of the World about the hacking of voice messages of a missing teenage girl who turned out to have been murdered. The case of Milly Dowler came on top of apologies from the tabloid for the hacking of the phones of celebrities and politicians and proved to be the last straw for the paper, which was shut down in July. The inquiry is intended to explore press ethics in Britain more widely, alongside police investigations into phone hacking, e-mail hacking and police bribery by people working for Murdoch's British newspapers. CNN's Laura Smith-Spark and Bharati Naik contributed to this report.","Former Prime Minister Gordon Brown allegedly ""declared war"" on Rupert Murdoch .
David Cameron is called to testify next Thursday .
He has faced questions about his ties to media baron Rupert Murdoch and Rebekah Brooks .",9d2456dfb2901251e13c659466c6235fa5b2f9c2
"(CNN)Lindsey Vonn is back on a podium. True, Vonn has barely been away from one. Just ask Tiger Woods, who lost a tooth when a camera hit him in the face while cheering Vonn onto the podium in Italy last month. But Tuesday's podium was special. It marked the ski superstar's first medal at a World Championships in four years. The 30-year-old came to this year's World Championships, in Beaver Creek, Colorado, having just set the all-time record for wins on the regular, season-long women's World Cup circuit. And she maintained some of that momentum to finish third in Tuesday's super-G, her opening event, behind Slovenia's Tina Maze and victorious Austrian Anna Fenninger. Fenninger won with a time of 1:10.29 in windy conditions, becoming the first woman to win back-to-back Olympic and world super-G titles. Before Fenninger's run, Vonn had temporarily led the field with 1:10.44. Not that Vonn celebrated her return to a major podium too wildly. ""I thought I skied pretty well,"" said the bronze medalist. ""I'm happy with the result. I just wish the weather was a little bit better."" Golfer Woods, undaunted by his dental disaster last month, once again turned up to support Vonn. His girlfriend last won a world medal in 2011 -- downhill silver in Garmisch-Partenkirchen, Germany -- and previously won both the super-G and downhill world titles in 2009. She also took Olympic downhill gold and super-G bronze at the Vancouver 2010 Games. However, Vonn missed Sochi 2014 through injury. She crashed and tore ligaments racing in the super-G at the 2013 Worlds, then re-injured her knee in a training accident later that year. ""Sometimes good skiing is enough to overcome the weather,"" she added following this year's third-place finish. ""Sometimes it's not. Today, it wasn't enough. ""But I have to say, Anna Fenninger skied exceptionally well. She definitely deserved to win the gold medal today."" Vonn remains the favorite for Friday's downhill. Meanwhile, 37-year-old compatriot Bode Miller is set to race in Wednesday's men's super-G, despite only having completed training runs since undergoing back surgery three months ago.","Anna Fenninger wins super-G world title with Lindsey Vonn third .
Vonn wins first world medal since downhill silver four years ago .
Tiger Woods watching again, one month after losing a tooth spectating in Italy .
Bode Miller set to make his comeback in Wednesday's men's super-G .",ece4eb5535fc47cdd5db95c7f282a614f6217d73
"(CNN) -- Jazz has always been a popular form of music because its improvisatory nature is easily adapted by a community or nation to reflect its individual identity. Polish policemen watch a demonstration near the University in Warsaw in December 1981. In Poland, jazz has been intertwined with its politics and through it, has gained its own particular identity and recognition, as has Poland as a nation. The First World War marked a turning point in Polish history. After 300 years of divided rule under Prussia, Austria and Russia, Poland became an independent democratic republic lasting until the outbreak of the Second World War in September 1939. The end of the First World War also marked the spread through Europe of American jazz. According to polishjazz.com, the first Polish jazz band was started in 1923 by Zygmunt Karasinski and Symon Kataszek, calling itself simply Karasinski & Kataszek Jazz-Tango Orchestra. It was an almost immediate success, playing in popular Warsaw venues of the time. Other popular dance bands established themselves during the 1920s and the first jazz recordings were being recorded by Polish record label Syrena Records. With the rise of the Nazis and accompanying anti-semitism under Adolf Hitler in neighboring Germany, Jewish musicians such as Ady Rosner and Erwin Woheller came to Poland, enriching the Polish jazz scene with their talent. Rosner became the best and most popular jazz musician, who later on in his life became a driving force of Soviet jazz. Throughout the 1930s, the music of American jazz artists such as Duke Ellington was widely available and popular, as were the first music magazines from London, Paris and America. This flourishing scene came to an abrupt end with the invasion and occupation of Poland by the German Army. The end of the war saw Poland being occupied yet again, this time by the Soviet Red Army. Poland, now called People's Republic of Poland, became a Soviet-controlled puppet state. Music fell under Soviet control too and jazz, with its syncopated rhythms and free style, did not fall into the prescribed mould. In Stalinist Poland, jazz was banned and went on to develop its own style underground. During the first half of the 1950s, the death of Joseph Stalin and Wladyslaw Gomulka's appointment as First Secretary in the Polish regime had a more liberalizing effect on the country. Jazz was out in the open once more; being listened to, talked about and played without fear. The first jazz magazine behind the Iron Curtain was published; official jazz clubs were created and the Polish Jazz Federation was started by Jan Byrczek in 1964. Byrczek went on to found the Polish Jazz Society which became one of the largest jazz organisations of Europe. The 50s also saw the first official jazz festival taking place in Sopot beginning a tradition of jazz festivals in Poland that lasts to this day. Initial hopes that Gomulka's reforms would move towards democratisation were dashed but despite political obstacles, Poland's cultural and intellectual life continued to grow and flourish during the following decade. Jazz was being featured in TV programmes; jazz critique was growing as were jazz festivals. In 1964, the Jazz at the Oder River festival in Wroclaw started. Another milestone of the decade was the start of the recording of ""The Polish Jazz Series"" by the official recording label Polskie Nagrania-Muza. It continued doing so until well into the Eighties, later re-releasing all the volumes in CD format. During the 1970s, Edward Gierek replaced Gomulka as First Party Secretary. He, being on a more friendly footing with Western neighbors than his predecessors, received loans and with them, the slow trickle of Western goods (notably Coca Cola) and TV shows into Poland. The government's pro-Western stance also allowed Polish culture to reach out to the West. The leading Polish jazz magazine Jazz Forum was being published in Polish, English and German and distributed in 103 countries. Trumpeter Tomasz Stanko came to the fore during this period, receiving the first European Jazz Award in 2002 as one or Europe's most outstanding jazz musicians. Towards the end of the 70s, Gierek's political career came to a close after a wave of labor strikes resulting from his policies. It was in this turbulent time that the independent trade union, the Solidarity Movement, was started in the Gdansk shipyards by Lech Walesa. Solidarity's growing strength led General Jaruzelski to declare martial law in December 1981. However Mikhail Gorbachev's reforms in Soviet Russia; pressure from Polish Pope John Paul II and Western leaders forced the Communists to the negotiating table. This led to Solidarity's participation in semi-free elections 1989 resulting in a coalition government. Walesa became President of Poland until 1995. The political events were reflected in the jazz scene. The early 80s brought the ""Young Power"" movement lead by Krzysztof Popek. According to allaboutjazz.com, musician Cezary Lerski described his movement as being ""verbally critical and musically adventurous,"" revolutionzing Polish jazz. Popek is still a driving force of Polish Jazz today. One of the purely Polish streams of jazz are the interpretations of the music of Polish composer Frederic Chopin started by pianist Andrzej Jagodzinski. Reflecting the new freedom brought by democratisation another important band came to the fore at the beginning of the 90s. This was ""Milosc,"" playing free jazz, going so far as to describe its form of jazz as ""yass"" thereby creating a new stream or genre in Polish jazz. But it too followed the path of the Young Power Movement by becoming more mainstream. Current jazz reflects the diversity that democratic and economic freedom have brought Poland. A multiplicity of small jazz clubs have sprung up throughout the country as have a number of jazz festivals and independent record labels. Lersky writes that Polish jazz is"" mature, vibrant and evolving"" -- a reflection of the politics of the day?","History of Polish jazz has been intertwined with its politics .
Born in democracy; banned by Communists; now evolving in new democracy .
Jazz is a popular, individual genre characterised by improvisation .",a043eee47ecc4362ff7631c299ff3bd3e50789b3
"(CNN) -- Police departments in Chicago and New York are trading barbs after a federal judge ruled that New York City's stop-and-frisk policy was unconstitutional. ""Welcome to Chicago,"" a Bronx police officer told the New York Post after the ruling, insinuating that crime rates in New York would approach those of the embattled Midwestern city as a result of the ruling, which mandated changes to stop-and-frisk. Officials in Chicago responded by defending their city's reputation and taking a shot at New York's recent judicial defeat. ""We had significantly less crime, significantly fewer shootings and fewer murders of any year since 1965 without imposing on the right of our residents,"" said Adam Collins, the spokesman for the Chicago Police Department. ""We don't engage in racial profiling."" Names of innocent erased from records . A judge ruled Monday that the NYPD's stop-and-frisk program was unconstitutional and it had been disproportionately used on black and Hispanic citizens. Chicago has its own controversial law enforcement policy called ""contact cards."" Under the contact card policy, police can stop individuals and demand information such as name, phone number and the disclosure of any tattoos. However, under the policy, officers do not make physical contact with the individual in question. Despite the controversies, both cities have seen significant reduction in crime. In 2013, Chicago became the center of a national discussion on hand gun violence when there were more than 500 killings in the city. More than a decade earlier, in 1990, there were more than 2000 slayings in New York in that single calendar year. Both cities have seen more than a 25% reduction in homicides and in shootings in 2013 and are on pace for less than 400 murders for the year. As for what started the whole war of words, ""I'll leave any further opinions on that to other folks,"" Collins said. New York Police Department officials did not respond to CNN's request for comment.","Chicago officers not amused by New York officer's barbs .
Tension comes after judge ruled New York City's stop-and-frisk policy unconstitutional .
After the ruling, New York officer implied Chicago has a high crime rate .",ba88e1229b5843b57a712c7b26d0bf6279fb3056
"San Sebastian de los Reyes, Spain (CNN) -- Just weeks after a Chicago writer known as a veteran, expert bull runner was badly gored in Pamplona, he's back at other smaller bull runnings in Spain, but walking with a cane. ""I really didn't think he was gonna gore me until it happened. I really thought I was going to find a way to escape,"" said Bill Hillmann, who helped write a book, ""Fiesta, How to Survive the Bulls of Pamplona,"" shortly before a bull's horn tore into his right thigh. That was July 9, the third day of Pamplona's historic, annual eight consecutive days of running, which Hillmann says he's run daily for numerous years. A bull got separated from the other five bulls toward the end of the 850-meter (half-mile) course. Hillmann was trying to help lead the lone bull toward the nearby bullring, but says he was pushed from behind, tripped and fell. ""I've learned from this. I'll always be much more worried about who's behind me 'cause now I know, if I'm not aware of there being first timers behind me or inexperienced guys, it could be me gored,"" said Hillmann, who turned 33 this month. He's facing a â‚¬9,000 (nearly $12,000) bill for hospital services in Pamplona, but is undaunted and is finishing a new book on how running with the bulls has changed his life. ""I wasn't sure how I was going to end the book, but now I'm pretty sure the ending is going to be the goring,"" he said. Expert American bull runner gored in Pamplona . Running with bulls 'tradition' not cruelty . Pamplona's running of the bulls dates back centuries and became world famous thanks to novelist Ernest Hemingway. But numerous other Spanish towns hold their own bull running each year, and Hillman arrived this week in San Sebastian de los Reyes, near Madrid, for its running. In these towns, he tends to catch up with with a small group of other traveling men -- Spaniards and foreigners -- who have become regular, serial bull runners. Hillmann brushes off criticism that the running of the bulls is animal cruelty. ""I don't see anything cruel about it,"" he insists. ""The animals, they're just running. They don't get hurt in any way during the run."" But they do tend to get killed in bullfights later that day. Surviving Pamplona's running of the bulls . Yet Hillmann points to the old traditions involving the bull-running events. ""I think it's fun, it's exciting,"" Hillmann said of the running. ""I think it's stupid for people who know nothing about a tradition to judge someone who knows a lot about it and who loves it."" In San Sebastian de los Reyes, a group of Englishman proudly completed their first-ever bull running, and came across Hillmann, who was asked to pull up his right pants leg to show his hefty scar. They asked if Hillmann would keep running and he said yes, although he doesn't expect that to be until next summer, after he's fully healed. ""I need to build up my courage again,"" he said, earlier in the day. ""It's gotten a lot scarier now that I know exactly how dangerous it is, now that it's a reality."" After reviewing video and photos on a laptop computer of the day he was gored, Hillmann grimaced, and said, ""Of course it was worth it. I knew the day I would get gored was coming. I was hoping I'd survive. ""I was hoping it wouldn't stop me from continuing to run, and I was lucky enough to survive and it looks like I'm going to be able to run again."" Pamplona bull run 'selfie man' sought by police .","Author and running with bulls expert Bill Hillman was gored during run in Pamplona, Spain, in July .
Hillman blames 'first timers' or 'inexperienced guys' for his mishap .
Now walking with a cane, he recently attended a bull-running event in San Sebastian de los Reyes, near Madrid .
Hillman says he plans to run with bulls in the future, possibly next summer .",b195a243bd008a12e753a31a04a941971ffb51b4
"(CNN) -- A Massachusetts teen was convicted Wednesday of homicide as a result of texting while driving and will serve one year in prison. In a landmark case for the state, Aaron Deveau, 18, was found guilty on charges of vehicular homicide, texting while driving and negligent operation of a motor vehicle in a 2011 crash that fatally injured Donald Bowley, 55, of Danville, New Hampshire, and seriously injured a passenger in Bowley's car. ""I made a mistake,"" Deveau said Wednesday after his mother told the district court in Haverhill, Massachusetts he would not intentionally hurt anyone. ""If I could take it back, I would take it back."" Judge Stephen Abany sentenced the teen to two and a half years on the vehicular homicide charge and two years on the texting and causing injury charge. He will serve one year concurrently on both charges and the balance of both charges is suspended for five years. His license will be suspended for 15 years. ""There are no winners today,"" Essex County District Attorney Jonathan Blodgett said in a statement. ""A beloved grandfather is dead. A once active woman can no longer work and is still racked with pain from her injuries and a young man is going to jail. When we get behind the wheel of a car, we are obligated to drive with care. ... As we saw in this case, in a split second, many lives are forever changed."" The risks of texting while driving . In the February 20, 2011, accident, prosecutors said, Deveau's car crossed the center line on a street in Haverhill, which is in northeast Massachusetts near New Hampshire, and hit the vehicle Bowley was driving. Bowley's girlfriend, Luz Roman, 59, was in his car with him and suffered serious injuries. Haverhill Detective Thomas Howell testified the impact left the two ""almost folded into the floorboards."" Bowley died March 10, 2011, after he was taken off life support. ""My brother received such head trauma that ... there was no hope for him,"" Bowley's sister, Donna Burleigh, said in court. Roman talked about the incident's continued impact. ""Loss of sleeping, loss of my boyfriend. So many losses, I can't tell you how many,"" she told the judge. Essex Assistant District Attorney Ashlee Logan argued that Deveau may have erased some of his texts or lied to police after the accident about when he was texting. Deveau said after the crash in a taped interview with police, which was played in court, ""I was tired. I was distracted. When I looked away for one quick second, I came too close to her and I was trying to hit my brakes."" His defense lawyer said authorities set out from the beginning to link texting to the crash, a cause-and-effect relationship that he contends is not valid. Some 38 states ban text messaging for all drivers, while 31 prohibit all cell phone use by ""novice drivers,"" according to the Governor's Highway Safety Association. 2011: NTSB urges ban on use of phones while driving .","Defendant says he wishes he could take back ""mistake""
Aaron Deveau is sentenced to serve a year in prison on charges .
Deveau, 18, denied texting at the time of the crash .
The crash fatally injured Donald Bowley, 55, and injured Bowley's girlfriend .",e555282c4413f473cf50743709e6a91d44b2795e
"(CNN) -- At my heaviest, I weighed 385 pounds. I never dared to dream I could run anywhere, never mind finish a half marathon. Yet on April 27, 2013, I weighed 219 pounds. At 3:30 a.m., I ate breakfast, hydrated, laced up my shoes and headed to Centennial Park in Nashville, because I was running the St. Jude Country Music Half Marathon. It had taken a village to get me to this day. This run was for Darbi, my best friend since college and her partner Anje, the two people that have taught me about the best me I can be. It was for Team Rio, the running group that became like family to me. It was for April, my CNN Fit Nation trainer. The 13.1 miles I was about to run weren't about the race itself, but about everything -- and everyone -- it took to get me there. Behind the scenes: Training for a triathlon . Anje is the biggest reason I've been able to lose more than 150 pounds. She became my trainer last June, then became one my biggest inspirations. In November 2012 Anje was diagnosed with uterine cancer. She and I had been working on getting me to my goal weight, which is how we decided to run a 5k and a half marathon in 2013. The plan was to do them together. I will never forget how scared I was, the anger I felt or the tears I cried, the day I heard her say, ""I have cancer."" With a cancer diagnosis, Anje and Darbi should've been thinking about anything except me, but that's not the kind of hearts they have. Both were worried about how this was going to affect the plans Anje and I had made. So Darbi stepped in with her ""I got this"" swagger and picked up where Anje was forced leave off. I still wonder how she did it sometimes. She would work out with me, work endlessly, go to all of Anje's doctor appointments and take care of everything at home. I know she was terrified, but never once did she complain. She's a true testament to the human spirit. Anje's doctor decided she needed a complete hysterectomy, with possible radiation and/or chemo to follow, depending on what the surgery uncovered. Surgery was set for December 26. While Anje was in surgery, I was in the waiting room with Darbi. Believe it or not, that was the same day I did my first phone interview for CNN Fit Nation. When Anje woke up from surgery, the first thing she said to me was, ""Did you talk to CNN?"" I was now training for two races. Johanna, my Team Rio running coach, made sure April got my full running training plan. April then built the half training into my triathlon training. Some days it was a bit overwhelming, but I was the one who wanted this. I knew what I had to do, so I stuck to the plan and kept running. While I was training, Anje was undergoing five weeks of radiation therapy. On April 13, I had my first true ""runner's high."" I had 12 miles to run, my longest distance before the half. The group was small that day so one of the coaches decided to run with me. We like to talk so we kept the pace conversational. Out of that run came a favorite phrase of mine: ""What's the bigger beach?"" You don't need the story behind it to understand what it means. It's asking whether you'll go for instant gratification or plan, sacrifice and work on the best possible outcome for the long run. I finished the run so inspired, feeling as if I could run another 12 miles. Get fit and others will follow . On April 27, just two days before Anje's final radiation treatment, Darbi, Anje and I ran across the finish line of the St. Jude Country Music Half Marathon hand-in-hand. We were freezing and completely soaked from the rain. All I could do was cry as they both wrapped their arms around me jumping and screaming, ""You did it!"" No, I didn't do it, I thought. WE did it! When I placed that half marathon medal around my neck, I knew it had all been worth it. I had made it to the ""bigger beach."" Every time I see the medal now, I see the village it took to earn it. Most importantly, when I see the medal, I see me living. Follow Miller on Twitter @TriHardAnnette.","Annette Miller has lost more than 150 pounds; she now weighs 219 .
Miller's trainer was diagnosed with uterine cancer in November .
Miller and her two best friends ran the St. Jude Country Music Half Marathon .",65683ccee71515628c9cf8abf7b9137074090a1e
"WASHINGTON (CNN) -- The U.S. Marine Corps knew of the threat posed by roadside bombs before the start of the Iraq war, yet did nothing to buy protective vehicles for troops, according to a report to be released by the Pentagon. Marines' armored Humvees are parked at a miltary camp in Fallujah, Iraq, in May 2007. Additionally, Marine leaders in 2005 decided to buy up-armored, or reinforced, Humvees instead of Mine Resistant Ambush-Protected vehicles to shield troops in Iraq from mines and other explosives -- a decision that could have cost lives, according to the report obtained Tuesday by CNN. The report by the Department of Defense inspector general was requested by the Marine Corps in early 2008 after a civilian employee with the service complained that bureaucratic delays undermined the program to develop the armored vehicles. Inspectors found that the decision not to buy MRAP vehicles in 2005 stopped the Marine Corps Combat Development Command, the agency in charge of finding the best protective vehicle from troops in Iraq, from ""developing a course of action ... to attempt to obtain funding for [MRAPs],"" according to the report. The report found that the Department of Defense knew before the war started in 2003 of the threats of mines and roadside bombs in Iraq but did nothing to acquire ""MRAP-type"" vehicles ahead of the invasion. ""As a result, the department entered into operations in Iraq without having taken available steps to acquire technology to mitigate the known mine and IED risk to soldiers and Marines,"" the report said. In response to the report, Marine Corps spokesman Maj. David Nevers pointed out the inspector general found no ""evidence of criminal negligence"" in the Corps' actions. The decision to buy the up-armored Humvee model, he said, was made ""consciously by the Marine Corps leadership because of its proven capability to protect and its tactical utility; the survivability and mobility demanded by the Marines in theater; and its availability, based on an active, responsive production line."" ""The Marine Corps fully cooperated with [inspector general] during this audit,"" Nevers said. ""We are reviewing the report to ensure that our processes best support the war fighter in theater."" A civilian whistle-blower working with the Marine Corps on the MRAP program wrote a scathing report about delays in the procurement process in early 2008. ""If the mass procurement and fielding of MRAPs had begun in 2005 in response to the known and acknowledged threats at that time, as the USMC is doing today, hundreds of deaths and injuries could have been prevented,"" Franz Gayl wrote in his January report. He said bureaucratic delays plagued the program at the height of the insurgency, when U.S. troops were regularly being attacked and killed by roadside bombs. Gayl's report prompted the Marine Corps to request the inspector general's audit in 2008. The Gayl report drew attention just months after MRAPs had been pushed into Iraq by Defense Secretary Robert Gates in an effort to protect troops from roadside bombs -- the leading killer of troops at the time.","Report: Buying reinforced Humvees, not MRAPs, possibly cost lives .
Defense Department knew of roadside bomb risk ahead of Iraq war, report says .
Report: Department didn't immediately take available steps to get MRAPs .
MRAPs are designed to shield troops from mines and other explosives .",4e683797b16f520984035d041873980e62514d6f
